,business_name,telephone,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url,keyword,Address,x,y,STATE,GEOID,BLOCK,TRACT,geometry
24,Devon-Clark Currency Exchange Inc,(773) 743-3400,https://www.yellowpages.com/chicago-il/mip/devon-clark-currency-exchange-inc-2041449,115. ,Check Cashing Service,http://ceifx.com,,6301 N Clark St,"Chicago, IL 60660",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=4",cash advance,"6301 N Clark St Chicago, IL 60660",-87.670235,41.996494,NS,17,4009,030200,POINT (-87.67023500000001 41.996494)
25,PLS Check Cashers,(773) 764-8600,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-15799,116. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,7000 N Clark St,"Chicago, IL 60626",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=4",cash advance,"7000 N Clark St Chicago, IL 60626",-87.673996,42.00909,NS,17,1009,010702,POINT (-87.673996 42.00909)
27,PLS Check Cashers,(773) 761-2899,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-497269921,118. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,7201 N California Ave,"Chicago, IL 60645",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=4",cash advance,"7201 N California Ave Chicago, IL 60645",-87.699715,42.012104,NS,17,4045,020200,POINT (-87.699715 42.012104)
28,PLS Check Cashers,(708) 385-2931,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-534506973,119. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,1431 S King Dr,"Chicago, IL 60827",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=4",cash advance,"1431 S King Dr Chicago, IL 60827",,,,,,,POINT (nan nan)
29,Instant Cash Advance,(630) 960-9999,https://www.yellowpages.com/chicago-il/mip/instant-cash-advance-547735531,120. ,"Check Cashing Service,Loans",,,100 N State St,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=4",cash advance,"100 N State St Chicago, IL 60602",-87.62788,41.883274,ST,17,1043,839100,POINT (-87.62788 41.883274)
0,Cfsc,(312) 225-7159,https://www.yellowpages.com/chicago-il/mip/cfsc-519195419,121. ,Check Cashing Service,,,906 W 31st St,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"906 W 31st St Chicago, IL 60608",-87.64896,41.838017,NS,17,1036,840200,POINT (-87.64896 41.838017)
1,18th & Ashland Currency Exchange,(312) 829-9141,https://www.yellowpages.com/chicago-il/mip/18th-ashland-currency-exchange-14754607,122. ,Check Cashing Service,http://mycheckexpress.com,,1804 S Ashland Ave,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"1804 S Ashland Ave Chicago, IL 60608",-87.666145,41.857582,NS,17,2000,310800,POINT (-87.666145 41.857582)
2,Cash King ATM,(312) 808-9296,https://www.yellowpages.com/chicago-il/mip/cash-king-atm-7705477,123. ,Check Cashing Service,,,2030 S Wabash Ave,"Chicago, IL 60616",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2030 S Wabash Ave Chicago, IL 60616",-87.62556,41.855057,NS,17,3008,330103,POINT (-87.62555999999999 41.855057)
3,P Ls Check Cashers Cermak Damen,(773) 254-5400,https://www.yellowpages.com/chicago-il/mip/p-ls-check-cashers-cermak-damen-466248596,124. ,Check Cashing Service,,,1985 W Cermak Rd,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"1985 W Cermak Rd Chicago, IL 60608",-87.675385,41.852177,NS,17,2067,843200,POINT (-87.67538500000001 41.852177)
4,Cermak Wabash Currency Exchange,(312) 842-4910,https://www.yellowpages.com/chicago-il/mip/cermak-wabash-currency-exchange-9655543,125. ,"Currency Exchanges,Check Cashing Service",http://www.illinoislendingcorp.com,,67 E Cermak Rd,"Chicago, IL 60616",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"67 E Cermak Rd Chicago, IL 60616",-87.62491,41.852768,NS,17,1021,841000,POINT (-87.62491 41.852768)
5,Dolex Dollar Express,(773) 847-9080,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-11710294,126. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,2142 W Cermak Rd,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2142 W Cermak Rd Chicago, IL 60608",-87.67939,41.852127,NS,17,1009,841200,POINT (-87.67939 41.852127)
7,Money Max,(773) 823-1508,https://www.yellowpages.com/chicago-il/mip/money-max-540660770,128. ,"Loans,Check Cashing Service",,,2355 W Cermak Rd,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2355 W Cermak Rd Chicago, IL 60608",-87.68466,41.852036,NS,17,2000,841300,POINT (-87.68465999999999 41.852036)
8,PLS Check Cashers,(773) 548-7111,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-474267638,129. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,225 W Pershing Rd,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"225 W Pershing Rd Chicago, IL 60609",-87.63286,41.823624,NS,17,1008,835500,POINT (-87.63285999999999 41.823624)
9,Dolex Dollar Express,(678) 407-7024,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-505302953,130. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,2741 W Cermak Rd,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2741 W Cermak Rd Chicago, IL 60608",-87.694466,41.85191,NS,17,1002,301200,POINT (-87.69446600000001 41.85191)
10,Order Express,(773) 247-3287,https://www.yellowpages.com/chicago-il/mip/order-express-12181707,131. ,"Money Order Service,Money Transfer Service,Check Cashing Service",http://www.orderexpress.com.mx,,2803 W Cermak Rd,"Chicago, IL 60623",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2803 W Cermak Rd Chicago, IL 60623",-87.695755,41.851894,NS,17,2000,840700,POINT (-87.69575500000001 41.851894)
11,AmeriCash Loans,(312) 795-0017,https://www.yellowpages.com/chicago-il/mip/americash-loans-464754589,132. ,"Financing Services,Financial Services,Loans",https://americashloans.net/locations/illinois/chicago/madison-clark,,105 W Madison St,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"105 W Madison St Chicago, IL 60602",-87.631096,41.88197,NS,17,1069,839100,POINT (-87.631096 41.88197)
12,Checks Verification,(866) 208-5229,https://www.yellowpages.com/chicago-il/mip/checks-verification-536520167,133. ,Check Cashing Service,,,200 N Michigan Ave,"Chicago, IL 60601",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"200 N Michigan Ave Chicago, IL 60601",-87.62452,41.885838,NS,17,1018,320102,POINT (-87.62452 41.885838)
13,CFSC Checks Cashed 47th & Halsted Check Cashers,(773) 373-0416,https://www.yellowpages.com/chicago-il/mip/cfsc-checks-cashed-47th-halsted-check-cashers-519510526,134. ,Check Cashing Service,https://locations.cfsc.com/cfsc-checks-cashed-931a75fd4fc2?y_source=1_MTU0MzQzMDQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,4651 S Halsted St,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"4651 S Halsted St Chicago, IL 60609",-87.64555,41.809746,NS,17,4019,842600,POINT (-87.64555 41.809746)
14,Pls Check Cashers,(773) 523-6300,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-18006,135. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,4004 S Archer Ave,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"4004 S Archer Ave Chicago, IL 60632",-87.69303,41.820976,NS,17,1006,580600,POINT (-87.69302999999999 41.820976)
15,CFSC Checks Cashed Western & Lake Check Cashers,(312) 421-1500,https://www.yellowpages.com/chicago-il/mip/cfsc-checks-cashed-western-lake-check-cashers-558969554,136. ,Check Cashing Service,https://locations.cfsc.com/cfsc-checks-cashed-28ea974f901e?y_source=1_MTU0MzQzNTAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,149 N Western Ave,"Chicago, IL 60612",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"149 N Western Ave Chicago, IL 60612",-87.686516,41.88443,NS,17,1010,837800,POINT (-87.686516 41.88443)
16,Advantage Cash Express,(312) 755-0936,https://www.yellowpages.com/chicago-il/mip/advantage-cash-express-4173214,137. ,Check Cashing Service,http://www.cashtn.com,,110 W Illinois St,"Chicago, IL 60654",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"110 W Illinois St Chicago, IL 60654",-87.631454,41.890823,NS,17,2025,081700,POINT (-87.63145400000001 41.890823)
17,Dolex Dollar Express,(773) 376-1571,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-11878399,138. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,1838 W 47th St,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"1838 W 47th St Chicago, IL 60609",-87.67143,41.808548,NS,17,3023,610300,POINT (-87.67143 41.808548)
18,PLS Check Cashers,(773) 346-1100,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-496646726,139. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,2001 W 47th St,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"2001 W 47th St Chicago, IL 60609",-87.674706,41.808506,NS,17,1000,611500,POINT (-87.674706 41.808506)
19,Advantage Cash Express,(312) 932-9452,https://www.yellowpages.com/chicago-il/mip/advantage-cash-express-28257604,140. ,Check Cashing Service,,,340 W Superior St,"Chicago, IL 60654",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"340 W Superior St Chicago, IL 60654",-87.637344,41.895557,NS,17,1014,081800,POINT (-87.637344 41.895557)
20,J & P Casa De Cambio,(312) 733-6657,https://www.yellowpages.com/chicago-il/mip/j-p-casa-de-cambio-520248936,141. ,Check Cashing Service,http://orderexpress.com.mx,,1638 W Chicago Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"1638 W Chicago Ave Chicago, IL 60622",-87.66874,41.896053,NS,17,3023,242100,POINT (-87.66874 41.896053)
21,Pls Check Cashers,(773) 261-7200,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-459029889,142. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,820 N Orleans St,"Chicago, IL 60610",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"820 N Orleans St Chicago, IL 60610",-87.6372,41.897152,NS,17,1002,081800,POINT (-87.63720000000001 41.897152)
22,Check For Stds Chicago,(847) 221-0042,https://www.yellowpages.com/chicago-il/mip/check-for-stds-chicago-473348402,143. ,Check Cashing Service,,,251 E Huron St,"Chicago, IL 60611",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"251 E Huron St Chicago, IL 60611",-87.6215,41.894997,NS,17,1003,081401,POINT (-87.6215 41.894997)
23,New Chicago Rush Currency Exchange,(312) 944-4643,https://www.yellowpages.com/chicago-il/mip/new-chicago-rush-currency-exchange-7982978,144. ,Check Cashing Service,http://www.mycurrencyexchange.com,,62 E Chicago Ave,"Chicago, IL 60611",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"62 E Chicago Ave Chicago, IL 60611",-87.626,41.896713,NS,17,2008,081201,POINT (-87.626 41.896713)
24,Dolex Dollar Express,(773) 843-2233,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-351815,145. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,3112 W Pope John Paul Ii Dr,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"3112 W Pope John Paul Ii Dr Chicago, IL 60632",-87.702545,41.815426,NS,17,3026,580502,POINT (-87.702545 41.815426)
25,Pls Chk Casher,(773) 523-4466,https://www.yellowpages.com/chicago-il/mip/pls-chk-casher-475297557,146. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,4312 S Archer Ave,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"4312 S Archer Ave Chicago, IL 60632",-87.70258,41.815117,NS,17,1005,580502,POINT (-87.70258 41.815117)
26,Currency Exchange- 51st State Street,(773) 373-3346,https://www.yellowpages.com/chicago-il/mip/currency-exchange-51st-state-street-13584580,147. ,Check Cashing Service,http://www.mycurrencyexchange.com,,5105 S State St,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"5105 S State St Chicago, IL 60609",-87.62587,41.801544,ST,17,2008,836100,POINT (-87.62587000000001 41.801544)
27,Dolex Dollar Express,(773) 542-5046,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-462354895,148. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,4000 W 26th St,"Chicago, IL 60623",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"4000 W 26th St Chicago, IL 60623",-87.72465,41.84426,NS,17,1012,301802,POINT (-87.72465 41.84426)
28,Rapid Testing,(630) 282-0512,https://www.yellowpages.com/chicago-il/mip/rapid-testing-482064578,149. ,Check Cashing Service,http://rapidscreenings.com,,500 E 51st St,"Chicago, IL 60615",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"500 E 51st St Chicago, IL 60615",,,,,,,POINT (nan nan)
29,Advantage Cash Express,(773) 276-6236,https://www.yellowpages.com/chicago-il/mip/advantage-cash-express-11074788,150. ,Check Cashing Service,http://www.cashtn.com,,1471 N Milwaukee Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=5",cash advance,"1471 N Milwaukee Ave Chicago, IL 60622",-87.67433,41.90838,NS,17,3004,241500,POINT (-87.67433 41.90838)
0,Dolex Dollar Express,(773) 394-9035,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-464151411,151. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,2701 W North Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"2701 W North Ave Chicago, IL 60647",-87.69464,41.910244,NS,17,2000,241000,POINT (-87.69464000000001 41.910244)
1,Cash On The Spot,(773) 384-7196,https://www.yellowpages.com/chicago-il/mip/cash-on-the-spot-462354810,152. ,Check Cashing Service,,,2111 W Armitage Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"2111 W Armitage Ave Chicago, IL 60647",,,,,,,POINT (nan nan)
2,Cash On The Spot,(773) 252-7269,https://www.yellowpages.com/chicago-il/mip/cash-on-the-spot-465816321,153. ,"Check Cashing Service,Loans",,,1720 N California Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"1720 N California Ave Chicago, IL 60647",-87.69707,41.912746,NS,17,1000,240800,POINT (-87.69707 41.912746)
3,63rd & Western Currency Exch,(773) 776-4500,https://www.yellowpages.com/chicago-il/mip/63rd-western-currency-exch-469406491,154. ,Check Cashing Service,http://barrmanagement.com/Locations/63rd___Western_Currency_Exchan/63rd___western_currency_exchan.html,,6152 S Western Ave,"Chicago, IL 60636",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"6152 S Western Ave Chicago, IL 60636",-87.68372,41.781918,NS,17,2000,835000,POINT (-87.68371999999999 41.781918)
4,Dollar Express,(773) 863-1604,https://www.yellowpages.com/chicago-il/mip/dollar-express-455519469,155. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,5846 S Kedzie Ave,"Chicago, IL 60629",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"5846 S Kedzie Ave Chicago, IL 60629",-87.70338,41.78698,NS,17,1020,630900,POINT (-87.70338 41.78698)
5,CFSC Currency Exchange Kimball & North,(773) 772-2188,https://www.yellowpages.com/chicago-il/mip/cfsc-currency-exchange-kimball-north-15598995,156. ,"Currency Exchanges,Check Cashing Service",,,3401 W North Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"3401 W North Ave Chicago, IL 60647",,,,,,,POINT (nan nan)
6,Dolex Dollar Express,(773) 581-5039,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-6190921,157. ,"Money Transfer Service,Money Order Service,Check Cashing Service",http://www.dolex.com,,5220 S Pulaski Rd,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"5220 S Pulaski Rd Chicago, IL 60632",-87.72331,41.798256,NS,17,1000,620200,POINT (-87.72331 41.798256)
7,Cottage-63rd Currency,(773) 667-1300,https://www.yellowpages.com/chicago-il/mip/cottage-63rd-currency-2758771,158. ,"Currency Exchanges,Check Cashing Service",http://mycurrencyexchange.com,,803 E 63rd St,"Chicago, IL 60637",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=6",cash advance,"803 E 63rd St Chicago, IL 60637",-87.60576,41.780407,NS,17,1003,420800,POINT (-87.60576 41.780407)
